year,data_mean_global
1664,712.4150132
1665,711.5869935
1666,710.8539101
1667,709.8350486
1668,709.225983
1669,708.7680241
1670,708.5000147
1671,708.3820145
1672,708.3280137
1673,708.309007
1674,708.2579964
1675,708.1520243
1676,708.1299996
1677,708.0860228
1678,708.0950003
1679,708.0349893
1680,707.859017
1681,707.7510006
1682,707.6370118
1683,707.5570124
1684,707.5150026
1685,707.4520206
1686,707.4309796
1687,707.2370028
1688,707.040022
1689,706.9920114
1690,706.982014
1691,707.0010126
1692,707.0360123
1693,707.0599966
1694,706.9809972
1695,706.8139866
1696,706.5510091
1697,706.3349849
1698,706.0350029
1699,705.8280643
1700,706.0540136
1701,706.2470051
1702,706.3750221
1703,706.4910053
1704,706.6020441
1705,706.857009
1706,707.0230043
1707,707.0679972
1708,706.9670023
1709,706.883026
1710,706.7899705
1711,706.597059
1712,706.6309895
1713,706.6200397
1714,706.6699866
1715,706.629045
1716,706.7290116
1717,706.8610502
1718,707.1740363
1719,707.5340061
1720,707.6309671
1721,707.5441281
1722,708.4482318
1723,710.3340144
1724,711.8640613
1725,713.0370031
1726,714.0311648
1727,715.5130264
1728,716.6720233
1729,717.8052082
1730,719.6420459
1731,721.3951052
1732,722.8849216
1733,723.5130447
1734,723.7628767
1735,723.0359174
1736,722.0431075
1737,721.684947
1738,721.3781155
1739,721.650022
1740,722.1611172
1741,723.1330703
1742,724.37513
1743,725.9170479
1744,727.3000635
1745,728.6180883
1746,729.7048745
1747,729.8320861
1748,730.2330879
1749,730.9769923
1750,731.4060052
1751,731.8381668
1752,732.8999768
1753,733.6340427
1754,734.2020183
1755,734.7360793
1756,735.4210005
1757,735.8930268
1758,736.2069889
1759,736.0988844
1760,735.4841673
1761,735.7630153
1762,736.3031098
1763,737.1810454
1764,738.1030593
1765,738.986039
1766,739.831085
1767,740.7289755
1768,741.2220594
1769,741.7470411
1770,742.3010168
1771,742.8711618
1772,744.0189716
1773,744.6629871
1774,744.8780707
1775,745.3670546
1776,746.0480736
1777,746.7369224
1778,746.7510625
1779,746.907027
1780,747.23107
1781,747.766034
1782,748.2900128
1783,748.627028
1784,748.9340285
1785,749.2520368
1786,749.5639818
1787,749.6690903
1788,750.1610205
1789,750.6470492
1790,751.164035
1791,751.7080517
1792,752.278007
1793,752.6820648
1794,753.252035
1795,753.8410574
1796,754.518048
1797,755.2560681
1798,756.1130465
1799,756.942053
1800,757.7620516
1801,758.5840626
1802,759.5070722
1803,760.5080569
1804,761.5410821
1805,762.6710594
1806,763.7990822
1807,765.0220779
1808,766.3190822
1809,767.6550859
1810,769.1471149
1811,770.7180474
1812,772.2101256
1813,773.70099
1814,774.8281358
1815,776.1400238
1816,777.3801615
1817,778.991032
1818,780.3030591
1819,781.4260507
1820,782.4270722
1821,783.5681193
1822,784.9560514
1823,786.2210774
1824,787.4750736
1825,788.7140599
1826,789.8310479
1827,790.8700872
1828,791.9830442
1829,793.0000665
1830,793.960033
1831,794.8100686
1832,795.5789865
1833,796.1241194
1834,797.0440445
1835,797.8309737
1836,798.1060068
1837,798.1159873
1838,797.9370215
1839,797.9220951
1840,798.3870539
1841,799.0600797
1842,800.0011196
1843,801.4921928
1844,803.6190887
1845,805.6650738
1846,807.255957
1847,807.9369784
1848,808.0920356
1849,808.2150048
1850,808.2490269
1851,808.4141053
1852,809.1631281
1853,810.4040596
1854,811.7321433
1855,813.3320442
1856,814.7961229
1857,816.4521191
1858,818.355133
1859,820.3960803
1860,822.3121235
1861,824.3991867
1862,827.0291977
1863,830.1662127
1864,833.6041328
1865,836.8941987
1866,840.362209
1867,843.9951218
1868,847.2491306
1869,850.1300803
1870,852.4350131
1871,853.9930722
1872,855.2329918
1873,856.1682009
1874,857.8200702
1875,859.4690603
1876,860.8591008
1877,862.3791146
1878,864.1391515
1879,866.2831592
1880,868.6961063
1881,870.9841267
1882,873.2501344
1883,875.6031505
1884,878.1481951
1885,881.0251277
1886,883.8392111
1887,886.9331312
1888,889.9262115
1889,893.1561629
1890,896.3831741
1891,899.666268
1892,903.5341862
1893,907.2741284
1894,910.4781392
1895,913.2259779
1896,914.7710873
1897,916.2742714
1898,919.0172211
1899,922.2811821
1900,925.5521141
1901,928.8003363
1902,932.731158
1903,936.7834294
1904,942.1142733
1905,947.4432792
1906,953.0924179
1907,959.1561175
1908,964.0852972
1909,969.3983672
1910,974.7870881
1911,979.4653274
1912,983.6058602
1913,986.2423271
1914,988.6108728
1915,991.4610852
1916,998.4538274
1917,1003.570556
1918,1010.130448
1919,1017.630364
1920,1025.070324
1921,1032.200339
1922,1039.100262
1923,1045.130075
1924,1049.450038
1925,1052.159978
1926,1053.600124
1927,1055.770562
1928,1060.640364
1929,1066.660342
1930,1072.640109
1931,1077.490222
1932,1081.960229
1933,1086.540334
1934,1091.770309
1935,1097.080137
1936,1101.830314
1937,1106.32
1938,1110.630798
1939,1116.90968
1940,1120.120184
1941,1123.240512
1942,1128.19013
1943,1132.660154
1944,1136.270063
1945,1139.320347
1946,1143.66048
1947,1149.640289
1948,1155.630178
1949,1160.349946
1950,1163.820558
1951,1168.810108
1952,1174.310883
1953,1183.360648
1954,1194.430622
1955,1206.650918
1956,1221.100798
1957,1235.800171
1958,1247.420461
1959,1257.320075
1960,1264.119863
1961,1269.461513
1962,1282.571309
1963,1300.790571
1964,1317.370444
1965,1331.060283
1966,1342.240508
1967,1354.271556
1968,1371.650471
1969,1389.341737
1970,1411.100512
1971,1431.120953
1972,1449.290028
1973,1462.860702
1974,1476.140911
1975,1491.740965
1976,1509.110962
1977,1527.680955
1978,1546.890908
1979,1566.160847
1980,1584.940753
1981,1602.650629
1982,1618.730532
1983,1632.620143
1984,1643.500861
1985,1655.910492
1986,1668.791155
1987,1683.749784
1988,1693.940925
1989,1705.630429
1990,1717.400668
1991,1729.33056
1992,1740.139261
1993,1743.100661
1994,1748.62038
1995,1755.229637
1996,1757.190597
1997,1761.501069
1998,1770.290692
1999,1778.199508
2000,1778.010133
2001,1776.530734
2002,1778.960928
2003,1783.589822
2004,1784.230278
2005,1783.360415
2006,1783.421232
2007,1788.951311
2008,1798.419648
2009,1802.10118
2010,1807.850678
2011,1813.070205
2012,1815.261234
2013,1822.580849
2014,1831.471005
